[2025-02-27 22:16:03,779] 22 root - INFO - Initiate the data Ingestion
[2025-02-27 22:16:08,029] 50 root - INFO - Number of records retrieved: 11055
[2025-02-27 22:16:08,121] 74 root - INFO - Performed train test split on the dataframe
[2025-02-27 22:16:08,121] 76 root - INFO - Exited split_data_as_train_test methof of Data_Ingestion class
[2025-02-27 22:16:08,122] 83 root - INFO - Exporting train and test file path.
[2025-02-27 22:16:08,198] 92 root - INFO - Exported train and test file path.
[2025-02-27 22:16:08,198] 24 root - INFO - Data Initliation completed
[2025-02-27 22:16:08,206] 28 root - INFO - Initiate the data validation
[2025-02-27 22:16:08,281] 34 root - INFO - Required number of columns:2
[2025-02-27 22:16:08,300] 35 root - INFO - Data frame has columns:31
[2025-02-27 22:16:08,300] 34 root - INFO - Required number of columns:2
[2025-02-27 22:16:08,300] 35 root - INFO - Data frame has columns:31
[2025-02-27 22:16:08,503] 30 root - INFO - Data Validation completed
[2025-02-27 22:16:08,504] 33 root - INFO - Data Transformation started
[2025-02-27 22:16:08,504] 67 root - INFO - Enterd initiate_data_transformation method of DataTransformation class
[2025-02-27 22:16:08,504] 70 root - INFO - Starting data transformation
[2025-02-27 22:16:08,533] 52 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-02-27 22:16:08,533] 57 root - INFO - initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-02-27 22:16:08,549] 59 root - INFO - Entered the save_object method of MainUtils class
[2025-02-27 22:16:08,552] 63 root - INFO - Exited the save_object method of MainUtils class
[2025-02-27 22:16:08,554] 38 root - INFO - Data Transformation completed
[2025-02-27 22:16:08,554] 40 root - INFO - Model Training Started
[2025-02-27 22:20:36,960] 59 root - INFO - Entered the save_object method of MainUtils class
[2025-02-27 22:20:36,961] 63 root - INFO - Exited the save_object method of MainUtils class
[2025-02-27 22:20:36,961] 124 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_27_2025_22_16_02\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9916649725553974, precision_score=0.9904568527918781, recall_score=0.9928760431508243), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9731678013616339, precision_score=0.9696727853152434, recall_score=0.9766881028938906))
