[2025-02-28 18:54:40,173] 22 root - INFO - Initiate the data Ingestion
[2025-02-28 18:54:44,560] 50 root - INFO - Number of records retrieved: 11055
[2025-02-28 18:54:44,642] 74 root - INFO - Performed train test split on the dataframe
[2025-02-28 18:54:44,642] 76 root - INFO - Exited split_data_as_train_test methof of Data_Ingestion class
[2025-02-28 18:54:44,643] 83 root - INFO - Exporting train and test file path.
[2025-02-28 18:54:44,718] 92 root - INFO - Exported train and test file path.
[2025-02-28 18:54:44,718] 24 root - INFO - Data Initliation completed
[2025-02-28 18:54:44,730] 28 root - INFO - Initiate the data validation
[2025-02-28 18:54:44,762] 34 root - INFO - Required number of columns:2
[2025-02-28 18:54:44,762] 35 root - INFO - Data frame has columns:31
[2025-02-28 18:54:44,762] 34 root - INFO - Required number of columns:2
[2025-02-28 18:54:44,762] 35 root - INFO - Data frame has columns:31
[2025-02-28 18:54:44,937] 30 root - INFO - Data Validation completed
[2025-02-28 18:54:44,937] 33 root - INFO - Data Transformation started
[2025-02-28 18:54:44,938] 67 root - INFO - Enterd initiate_data_transformation method of DataTransformation class
[2025-02-28 18:54:44,938] 70 root - INFO - Starting data transformation
[2025-02-28 18:54:44,970] 52 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-02-28 18:54:44,970] 57 root - INFO - initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-02-28 18:54:44,986] 59 root - INFO - Entered the save_object method of MainUtils class
[2025-02-28 18:54:44,989] 63 root - INFO - Exited the save_object method of MainUtils class
[2025-02-28 18:54:44,991] 38 root - INFO - Data Transformation completed
[2025-02-28 18:54:44,991] 40 root - INFO - Model Training Started
[2025-02-28 19:02:22,925] 59 root - INFO - Entered the save_object method of MainUtils class
[2025-02-28 19:02:22,927] 63 root - INFO - Exited the save_object method of MainUtils class
[2025-02-28 19:02:22,927] 138 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_28_2025_18_54_36\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911898734177215, precision_score=0.990287333063537, recall_score=0.9920940604094871), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9719398129320862, precision_score=0.9676113360323887, recall_score=0.9763071895424836))
